SMILES,PCE (%)
O(C1=CC=C(C=C1)C(=CC=2C=C3C4=C(C2)C(C5=CC(C=C(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)=CC8=C5N4C=9C(=CC(C=C(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)=CC9C8(C)C)C3(C)C)(C)C)C%12=CC=C(OC)C=C%12)C,11.9
S1C2=C(C=C1C1=CC=C(N(C3=CC=C(C=C3)OC)C3=CC=C(C=C3)OC)C=C1)C1(C3=C2SC(=C3)C3=CC=C(N(C2=CC=C(C=C2)OC)C2=CC=C(C=C2)OC)C=C3)C3=C(SC(=C3)C3=CC=C(N(C2=CC=C(C=C2)OC)C2=CC=C(C=C2)OC)C=C3)C=3SC(=CC31)C3=CC=C(N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C3,13.4
C(C#CC1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)#CC4=CC=C(C=C4)N(C5=CC=C(OC)C=C5)C6=CC=C(OC)C=C6,8.8
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4C(=C(C5=CC=C(C=C5)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C(=C(C=8C(=C(C9=CC=C(C=C9)N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)C(=C(C%12=CC=C(C=C%12)N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)C8C)C)C)C4C)C)C)C,9.7
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC=4C5=CC=C(C=C5C6(C=7C=CC=CC7N(C=8C=CC=CC8)C=9C=CC=CC96)C4C3)N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)C,10.9
COc%10ccc(N(c8ccc(C=c6c3cc(N(c1ccc(OC)cc1)c2ccc(OC)cc2)ccc3c7ccc(N(c4ccc(OC)cc4)c5ccc(OC)cc5)cc67)cc8)c9cccc(OC)c9)cc%10,9.4
C=1C=CC(=CC1)N(C=2C=CC=CC2)C3=CC=C(C=C3)C=4C=CC5=C(C4)C=6C=CC=CC6N5C=7C=CC=CC7,13.92
COC1=CC=C(C=C1)N(C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC,15.5
COC1=CC=C(C=C1)N(C1=CC2=C(C=C1)C1=CC=C(C=C1C21C2=CC=CC=C2OC=2C=CC=CC12)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC,19.8
COC1=CC=C(C=C1)N(C1=CC=C(C=C1)C1(C2=CC(=CC=C2C=2C=CC(=CC12)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC,18.0
O(C1=CC=C(C=C1)N(C2=CC=C(OCCCCCC)C=C2)C3=CC=C4C5=CC=C(C=C5N(C=6C=CC(=CC6)C7=CC(=CC(=C7)C8=CC=CC(=C8)N9C%10=CC(=CC=C%10C%11=CC=C(C=C%119)N(C%12=CC=C(OC)C=C%12)C%13=CC=C(OCCCCCC)C=C%13)N(C%14=CC=C(OC)C=C%14)C%15=CC=C(OCCCCCC)C=C%15)C=%16C=CC(=CC%16)N%17C%18=CC(=CC=C%18C%19=CC=C(C=C%19%17)N(C%20=CC=C(OC)C=C%20)C%21=CC=C(OCCCCCC)C=C%21)N(C%22=CC=C(OC)C=C%22)C%23=CC=C(OCCCCCC)C=C%23)C4=C3)N(C%24=CC=C(OC)C=C%24)C%25=CC=C(OCCCCCC)C=C%25)C,13.0
O=C1C(C=2SC=C(C=3C=CC(=CC3)N(C=4C=CC=CC4)C=5C=CC=CC5)C2N1CC(CC)CCCC)=C6C(=O)N(C7=C6SC=C7C8=CC=C(C=C8)N(C=9C=CC=CC9)C=%10C=CC=CC%10)CC(CC)CCCC,3.2
N=1C=CC=CC1COC2=CC=C3C(OC4=CC(OCC5=NC=CC=C5)=CC=C4C36C=7C=C(C=CC7C8=CC=C(C=C86)N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)=C2,15.9
COC1=CC=C(C=C1)N(C1=CC2=C(C=C1)C1=CC=C(C=C1C21C2=CC=CC=C2OC=2C=CC=CC12)N(C1=CC2=C(C=C1)C1=CC=CC=C1C21C2=CC=CC=C2OC=2C=CC=CC12)C1=CC=C(C=C1)OC)C1=CC2=C(C=C1)C1=CC=CC=C1C21C2=CC=CC=C2OC=2C=CC=CC12,20.8
*C=1C=CC(=CC1)C2=CC=C(C=C2)N(*)C=3C(=CC(=CC3C)C)C,22.1
O=C1C(SC(=S)N1CC)=CC=2SC=3C=4SC(=CC4[Si](C3C2)(CC(CC)CCCC)CC(CC)CCCC)C=5SC=6C(C5)=C(C=7SC(=CC7)CC(CC)CCCC)C=8SC(=CC8C6C=9SC(=CC9)CC(CC)CCCC)C=%10SC=%11C=%12SC(C=C%13SC(=S)N(C%13=O)CC)=CC%12[Si](C%11C%10)(CC(CC)CCCC)CC(CC)CCCC,16.2
C=1C=CC(=CC1)N(C2=CC=C(C=C2)N(C3=CC=C(C=C3)N(C=4C=CC=CC4)C5=CC=CC(=C5)C)C6=CC=C(C=C6)N(C=7C=CC=CC7)C8=CC=CC(=C8)C)C9=CC=CC(=C9)C,18.12
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4SC(=C5OCCOC54)C=6C=CC7=C(C6)C8C=9C=CC(=CC9C7C=%10C=C(C=CC%108)C=%11SC(=C%12OCCOC%12%11)C%13=CC=C(C=C%13)N(C%14=CC=C(OC)C=C%14)C%15=CC=C(OC)C=C%15)C=%16SC(=C%17OCCOC%17%16)C%18=CC=C(C=C%18)N(C%19=CC=C(OC)C=C%19)C%20=CC=C(OC)C=C%20)C,19.1
O=C1C=2C=C(SC2C=3SC(=CC3C(=O)N1CCCCCCCC)C=4C=CC(=CC4)N(C5=CC=C(C=C5)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C8=CC=C(C=C8)N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)C%11=CC=C(C=C%11)N(C%12=CC=C(C=C%12)N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)C%15=CC=C(C=C%15)N(C%16=CC=C(OC)C=C%16)C%17=CC=C(OC)C=C%17,17.41
C(=C\C=1C=C(C(=C(C1)C1=CC=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)OC)C1=CC=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)/C=1C=C(C(=C(C1)C1=CC=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)OC)C1=CC=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC,12.65
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C4C(=C3)C5C6=CC=C(C=C6C4C7=CC(=CC=C75)N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)C,8.4
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C4C5=CC=C(C=C5N(C6=CC(=C(C(=C6)COC7=CC=C(OCC(CC)CCCC)C=C7)C8=C(C=C(C=C8COC9=CC=C(OCC(CC)CCCC)C=C9)N%10C%11=CC(=CC=C%11C%12=CC=C(C=C%12%10)N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OC)C=C%16)C)C)C4=C3)N(C%17=CC=C(OC)C=C%17)C%18=CC=C(OC)C=C%18)C,13.3
O1C=2C=CC=CC2N3C=4C=C(OCCCCCCCC)C(=CC4OC=5C=CC=C1C53)C=6C=C(C=C(C6)C7=CC=8OC=9C=CC=C%10OC=%11C=CC=CC%11N(C8C=C7OCCCCCCCC)C%109)C%12=CC(=CC(=C%12)C%13=CC=%14OC=%15C=CC=C%16OC=%17C=CC=CC%17N(C%14C=C%13OCCCCCCCC)C%16%15)C%18=CC=%19OC=%20C=CC=C%21OC=%22C=CC=CC%22N(C%19C=C%18OCCCCCCCC)C%21%20,0.45
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4C=CC5=C(C4)C6=C(C=7C=8C=C(C=CC8N(C7C=9C=%10C=C(C=CC%10N(C69)CCCCCC)C%11=CC=C(C=C%11)N(C%12=CC=C(OC)C=C%12)C%13=CC=C(OC)C=C%13)CCCCCC)C%14=CC=C(C=C%14)N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OC)C=C%16)N5CCCCCC)C,16.8
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC(=CC3)C=4SC=5SC(C=6C=CC(=CC6)N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)=C(C9=CC=C(C=C9)N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)C5C4C%12=CC=C(C=C%12)N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)C,18.78
BrCCCCCCN1C2=CC=CC=C2OC=2C=C(C=CC12)C1=CC=2C(S1)=C(C1=C(SC(=C1)C=1C=CC=3N(C4=CC=CC=C4OC3C1)CCCCCCBr)C2SCCCCCC)SCCCCCC,19.16
*C=1SC(=CC1)C2=CC=C(C=3SC(=CC3)C=4C=CC=5C=6C=CC(*)=CC6N(C5C4)C(CCCCCCCC)CCCCCCCC)C7=NSN=C72,4.2
O(C1=CC=C(C=C1)N(C2=CC=C(OCCCCCC)C=C2)C3=CC=C4C5=CC=C(C=C5N(C=6C=C(C=C(C6)N7C8=CC(=CC=C8C9=CC=C(C=C97)N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OCCCCCC)C=C%11)N(C%12=CC=C(OC)C=C%12)C%13=CC=C(OCCCCCC)C=C%13)N%14C%15=CC(=CC=C%15C%16=CC=C(C=C%16%14)N(C%17=CC=C(OC)C=C%17)C%18=CC=C(OCCCCCC)C=C%18)N(C%19=CC=C(OC)C=C%19)C%20=CC=C(OCCCCCC)C=C%20)C4=C3)N(C%21=CC=C(OC)C=C%21)C%22=CC=C(OCCCCCC)C=C%22)C,12.6
O(C1=CC=C2C(=C1)C=3C(=C4C5=CC(OC)=CC=C5N(C4=C6C7=CC(OC)=CC=C7N(C36)CCCCCC)CCCCCC)N2CCCCCC)C,8.6
COc%12ccc(N(c1ccc(OC)cc1)c%11ccc(c2cc%10ccc2CCc6cc(c5ccc(N(c3ccc(OC)cc3)c4ccc(OC)cc4)cc5)c(cc6c9ccc(N(c7ccc(OC)cc7)c8ccc(OC)cc8)cc9)CC%10)cc%11)cc%12,16.4
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4SC(C5=CC=C(C=C5)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)=C(C4)C=8C=C(SC8C=9C=CC(=CC9)N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)C=%12C=CC(=CC%12)N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)C,11.0
O(C1=CC=C(C=C1)N(C2=CC=C(OCCCCCC)C=C2)C3=CC=C4C5=CC=C(C=C5N(C6=CC=C(C=C6)C=7C=CC(=CC7)N8C9=CC(=CC=C9C%10=CC=C(C=C%108)N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OCCCCCC)C=C%12)N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OCCCCCC)C=C%14)C4=C3)N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OCCCCCC)C=C%16)C,11.0
O(C1=CC(=CC2=C1C=3C=CC(=CC3C2(C=4C=CC=CC4)C=5C=CC=CC5)C6=CC=C(C=C6)N7C=8C=CC=CC8C=9C=CC=CC97)C=%10C=CC(=CC%10)N%11C=%12C=CC=CC%12C=%13C=CC=CC%13%11)CCCCCCCC,13.85
O=C1C(C=2SC=C(C=3C=CC(=CC3)N4C=5C=CC=CC5C=6C=CC=CC64)C2N1CC(CC)CCCC)=C7C(=O)N(C8=C7SC=C8C9=CC=C(C=C9)N%10C=%11C=CC=CC%11C=%12C=CC=CC%12%10)CC(CC)CCCC,7.7
S(C1=CC=C(C=C1)N(C2=CC=C(SC)C=C2)C=3C=CC=4C5=CC=C(C=C5C(C4C3)(CCCCCC)CCCCCC)N(C6=CC=C(SC)C=C6)C7=CC=C(SC)C=C7)C,19.06
C=CC1=CC=C(C=C1)CC2(C=3C=C(C=CC3C4=CC=C(C=C42)N(C5=CC=C(C=C5)C)C6=CC=C(C=C6)C)N(C7=CC=C(C=C7)C)C8=CC=C(C=C8)C)CC9=CC=C(C=C)C=C9,17.9
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC(=CC3)C4=CC5=C(OCCCCCCCC)C6=CC=CC=7C(=CC8=C(OCCCCCCCC)C9=CC=CC4=C9C5=C8C67)C=%10C=CC(=CC%10)N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)C,17.5
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4C=CC(=CC4)N(C=5C=CC(=CC5)C6=CC=C(C=C6)N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C=9C=CC(=CC9)C%10=CC=C(C=C%10)N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)C,12.3
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4C=CC(=CC4)C=5C=CC(=CC5)C=6C=CC(=CC6)N(C7=CC=C(OC)C=C7)C8CCC(OC)CC8)C,12.1
COC1=C(C=C(C=C1C1=CC=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)\C=C\C1=CC=C(C=C1)OC)C1=CC=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC,17.16
COC(C=C1)=CC=C1N(C2=CC=C(C=C2)OC)C(C=C3)=CC4=C3C(C=CC(N(C5=CC=C(C=C5)OC)C6=CC=C(C=C6)OC)=C7)=C7C84C9=C(C=CC(N(C%10=CC=C(C=C%10)OC)C%11=CC=C(C=C%11)OC)=C9)C%12=C8C=C(N(C%13=CC=C(C=C%13)OC)C%14=CC=C(C=C%14)OC)C=C%12,20.95
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C4C(=C3)C=5C=C(C=CC5N4C6=CC=C(OC)C=C6)N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C,7.6
C=1C=CC2=C(C1)C=3C=CC=CC3N2C4=CC=C(C=C4)N(C=5C=CC=6C=7C=CC(=CC7C(C6C5)(CCCCCCCC)CCCCCCCC)C8=CC=C9C=%10C=CC=CC%10C%11(C=%12C=CC=CC%12C=%13C=CC=CC%13%11)C9=C8)C=%14C=CC=%15C=%16C=CC(=CC%16C(C%15C%14)(CCCCCCCC)CCCCCCCC)C%17=CC=C%18C=%19C=CC=CC%19C%20(C=%21C=CC=CC%21C=%22C=CC=CC%22%20)C%18=C%17,16.85
O1C2=CC(OCC=3C=CC=CC3)=CC=C2C4(C5=CC=C(OCC=6C=CC=CC6)C=C15)C=7C=C(C=CC7C8=CC=C(C=C84)N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12,15.5
N=1C=C(C=CC1C=2N=CC(=CC2)N3C4=CC=C(C=C4C=5C=C(C=CC53)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)N%10C%11=CC=C(C=C%11C=%12C=C(C=CC%12%10)N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OC)C=C%16,17.71
O1C=2C(OCC1)=C(SC2C3=CC=C4C(=C3)C=5C=CC=CC5N4CC)C=6C=CC7=C(C6)C=8C=CC=CC8N7CC,12.0
N=1N=C(OC1C=2C=CC(=CC2)N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)C=5C=CC(=CC5)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7,5.8
CCn7c1ccccc1c6cc(N(/C=C(c2ccc(OC)cc2)/c3ccc(OC)cc3)\C=C(c4ccc(OC)cc4)\c5ccc(OC)cc5)ccc67,17.8
COc%15ccc(N(c1ccc(OC)cc1)c%14ccc(c9cc%10CCc5cc(c4ccc(N(c2ccc(OC)cc2)c3ccc(OC)cc3)cc4)c(cc5c8ccc(N(c6ccc(OC)cc6)c7ccc(OC)cc7)cc8)CCc9cc%10c%13ccc(N(c%11ccc(OC)cc%11)c%12ccc(OC)cc%12)cc%13)cc%14)cc%15,18.0
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4C=CC5=C(C4)C=6C=CC=CC6N5C7=CC=C(OC)C=C7)C,17.54
O=C1C(SC(=S)N1CCCCCCCC)=CC=2SC(C=3SC(=CC3)C=4SC(=CC4CCCCCCCC)C=5SC=6C(C5)=C(C=7SC(=CC7)CC(CC)CCCC)C=8SC(=CC8C6C=9SC(=CC9)CC(CC)CCCC)C=%10SC(C=%11SC(=CC%11)C=%12SC(C=C%13SC(=S)N(C%13=O)CCCCCCCC)=CC%12CCCCCCCC)=C(C%10)CCCCCCCC)=C(C2)CCCCCCCC,14.9
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4C=CC=5C=6C=CC(=CC6C(C5C4)(CCCCCCCC)CCCCCCCC)N(C7=CC=C(C=C7)N8C=9C=CC=CC9C=%10C=CC=CC%108)C=%11C=CC=%12C=%13C=CC(=CC%13C(C%12C%11)(CCCCCCCC)CCCCCCCC)C%14=CC=C(C=C%14)N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OC)C=C%16)C,15.71
O=C1C2=CC(=CC=C2N(C=3C=C4C(=O)C5=CC(=CC=C5N(C4=CC13)CCCCCCCC)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)CCCCCCCC)N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9,12.1
C(CCCCC)OC1=C2C(SC(=C2)C=2C=CC=3N(C4=CC=CC=C4OC3C2)CCCCCC)=C(C2=C1SC(=C2)C=2C=CC=1N(C3=CC=CC=C3OC1C2)CCCCCC)OCCCCCC,18.94
O1C=2C(OCC1)=C(SC2C3=CC=C4C(=C3)C=5C=CC=CC5N4CC)C=6C=CC7=C(C6)C=8C=CC=CC8N7CC,12.0
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC=4C5=CC=C(C=C5CC4C3)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C,13.67
O=C1C(SC(=S)N1CC)=CC2=CC=C3C(OC4=CC(=CC=C4N3CC(CC)CCCC)C=5SC=6C(OCC(CC)CCCC)=C7C=C(SC7=C(OCC(CC)CCCC)C6C5)C=8C=CC9=C(OC%10=CC(=CC=C%10N9CC(CC)CCCC)C=C%11SC(=S)N(C%11=O)CC)C8)=C2,13.2
O1C=2C=CC=CC2N3C4=CC(OCCCCCCCC)=C(C=C4OC=5C=CC=C1C53)C6=CC7=CC=CC7=CC(=C6)C=8C=C9OC=%10C=CC=C%11OC=%12C=CC=CC%12N(C9=CC8OCCCCCCCC)C%11%10,8.5
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4SC(=C5OCC6(COC54)COC=7C(OC6)=C(SC7C8=CC=C(C=C8)N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)C=%11C=CC(=CC%11)N(C%12=CC=C(OC)C=C%12)C%13=CC=C(OC)C=C%13)C=%14C=CC(=CC%14)N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OC)C=C%16)C,13.4
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC(=CC3)C=4SC(=CC4)C=5C(=C(C=6SC(=CC6)C=7C=CC(=CC7)N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C(=C(C=%10C(=C(C=%11SC(=CC%11)C=%12C=CC(=CC%12)N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)C(=C(C=%15SC(=CC%15)C=%16C=CC(=CC%16)N(C%17=CC=C(OC)C=C%17)C%18=CC=C(OC)C=C%18)C%10C)C)C)C5C)C)C)C,2.3
COC1=CC=C(C=C1)N(C=1C=CC=2C3=CC=C(C=C3C3=CC=CC1C23)N(C2=CC=C(C=C2)OC)C2=CC=C(C=C2)OC)C2=CC=C(C=C2)OC,11.96
O(CC)CCOCCC=1SC(=CC1)C=2SC(=CC2)C=3SC(C=4SC(=CC4)C=5SC(=CC5)CCOCCOCC)=C(C3)C=6C=C(SC6C=7SC(=CC7)C=8SC(=CC8)CCOCCOCC)C=9SC(=CC9)C=%10SC(=CC%10)CCOCCOCC,9.73
